year,site,lat,lon,strength_gtex
1992,"Portageville, MO",36.4253,-89.6995,31.513137921706875
1994,"Portageville, MO",36.4253,-89.6995,32.22013207571038
1998,"Portageville, MO",36.4253,-89.6995,29.61898599163409
2001,"Portageville, MO",36.4253,-89.6995,31.881687998050793
2004,"Portageville, MO",36.4253,-89.6995,29.599850859215525
2005,"Portageville, MO",36.4253,-89.6995,29.959768633359957
2006,"Portageville, MO",36.4253,-89.6995,32.56654830484057
2008,"Portageville, MO",36.4253,-89.6995,34.13103046447506
2011,"Portageville, MO",36.4253,-89.6995,35.96167766745097
2014,"Portageville, MO",36.4253,-89.6995,35.34396457559466
2016,"Portageville, MO",36.4253,-89.6995,35.42655245741881
2017,"Portageville, MO",36.4253,-89.6995,36.74005375734055
2018,"Portageville, MO",36.4253,-89.6995,33.75413698327612
2019,"Portageville, MO",36.4253,-89.6995,34.05233883268742
1989,"Poston, AZ",33.9906,-114.3963,34.003659924988476
1991,"Poston, AZ",33.9906,-114.3963,32.15837146229332
1980,"Rocky Mount, NC",35.9382,-77.7905,25.735092273523165
1981,"Rocky Mount, NC",35.9382,-77.7905,27.095901042088425
2006,"Rocky Mount, NC",35.9382,-77.7905,33.031421375596096
2012,"Rocky Mount, NC",35.9382,-77.7905,33.72066310511986
2013,"Rocky Mount, NC",35.9382,-77.7905,33.74687275974413
2015,"Rocky Mount, NC",35.9382,-77.7905,35.48446373326395
2016,"Rocky Mount, NC",35.9382,-77.7905,34.53254023589261
2018,"Rocky Mount, NC",35.9382,-77.7905,33.63243841443348
2019,"Rocky Mount, NC",35.9382,-77.7905,34.53895951493
1990,"Rohwer, AR",33.7609,-91.2757,31.83769929893141
1992,"Rohwer, AR",33.7609,-91.2757,28.75734830823137
1980,"Safford, AZ",32.834,-109.7076,31.137083324015563
1981,"Safford, AZ",32.834,-109.7076,26.196890394148433
1982,"Safford, AZ",32.834,-109.7076,28.34721831680494
1983,"Safford, AZ",32.834,-109.7076,30.271251227226365
1984,"Safford, AZ",32.834,-109.7076,25.381023345742655
1985,"Safford, AZ",32.834,-109.7076,29.589043442661843
1986,"Safford, AZ",32.834,-109.7076,27.499439007534285
1987,"Safford, AZ",32.834,-109.7076,21.80775960405951
1988,"Safford, AZ",32.834,-109.7076,19.666092937392857
1989,"Safford, AZ",32.834,-109.7076,32.295326591655154
1990,"Safford, AZ",32.834,-109.7076,31.876925253688295
1993,"Safford, AZ",32.834,-109.7076,28.747623235251496
1995,"Safford, AZ",32.834,-109.7076,31.489765333271105
1996,"Safford, AZ",32.834,-109.7076,29.433769319349388
1997,"Safford, AZ",32.834,-109.7076,32.54155907915968
1998,"Safford, AZ",32.834,-109.7076,30.586932048024025
2000,"Safford, AZ",32.834,-109.7076,29.222075367497418
1981,"Saint Joseph, LA",31.9184,-91.2335,26.92944812398144
1982,"Saint Joseph, LA",31.9184,-91.2335,26.840742873755907
1984,"Saint Joseph, LA",31.9184,-91.2335,26.518640885128622
1986,"Saint Joseph, LA",31.9184,-91.2335,30.2645886134206
1989,"Saint Joseph, LA",31.9184,-91.2335,27.97019727754669
1991,"Saint Joseph, LA",31.9184,-91.2335,29.300668784469327
1992,"Saint Joseph, LA",31.9184,-91.2335,30.924496560161632
1993,"Saint Joseph, LA",31.9184,-91.2335,31.86264669841548
1994,"Saint Joseph, LA",31.9184,-91.2335,27.90341804967859
1995,"Saint Joseph, LA",31.9184,-91.2335,30.88899396871024
1996,"Saint Joseph, LA",31.9184,-91.2335,30.623690534382835
1997,"Saint Joseph, LA",31.9184,-91.2335,30.583605782032738
1998,"Saint Joseph, LA",31.9184,-91.2335,31.35059437674748
2000,"Saint Joseph, LA",31.9184,-91.2335,30.37563657178538
2002,"Saint Joseph, LA",31.9184,-91.2335,33.25395564709423
2003,"Saint Joseph, LA",31.9184,-91.2335,31.849219882702183
2004,"Saint Joseph, LA",31.9184,-91.2335,31.301096752333542
2005,"Saint Joseph, LA",31.9184,-91.2335,30.901174874315547
2008,"Saint Joseph, LA",31.9184,-91.2335,32.596781996122374
2010,"Saint Joseph, LA",31.9184,-91.2335,36.37093779914974
2011,"Saint Joseph, LA",31.9184,-91.2335,35.32223888242969
2012,"Saint Joseph, LA",31.9184,-91.2335,35.079136555611264
2016,"Saint Joseph, LA",31.9184,-91.2335,35.658352901347286
2018,"Saint Joseph, LA",31.9184,-91.2335,33.460673091183736
2019,"Saint Joseph, LA",31.9184,-91.2335,37.02683716552499
1982,"Salome, AZ",33.7582,-113.6147,25.951384983471655
1983,"Salome, AZ",33.7582,-113.6147,28.187917893893022
1984,"Salome, AZ",33.7582,-113.6147,26.922690012409312
1986,"Salome, AZ",33.7582,-113.6147,28.082772340867617
1981,"Sand Mountain, AL",32.8548,-86.9125,28.146677097876974
1981,"Shafter, CA",35.5005,-119.2718,28.9906288357854
1982,"Shafter, CA",35.5005,-119.2718,28.09062883578539
1983,"Shafter, CA",35.5005,-119.2718,27.490628835785397
1985,"Shafter, CA",35.5005,-119.2718,28.16028560324386
1986,"Shafter, CA",35.5005,-119.2718,27.960285603243857
1987,"Shafter, CA",35.5005,-119.2718,26.98175581977812
1988,"Shafter, CA",35.5005,-119.2718,22.724439284133062
1989,"Shafter, CA",35.5005,-119.2718,27.763157385370185
1990,"Shafter, CA",35.5005,-119.2718,31.62271685395889
1992,"Shafter, CA",35.5005,-119.2718,29.61224256061619
1993,"Shafter, CA",35.5005,-119.2718,28.87579932557627
1994,"Shafter, CA",35.5005,-119.2718,29.1202832251702
1995,"Shafter, CA",35.5005,-119.2718,30.503959353181912
1996,"Shafter, CA",35.5005,-119.2718,33.66751311790644
1998,"Shafter, CA",35.5005,-119.2718,35.29916968012364
1999,"Shafter, CA",35.5005,-119.2718,31.863514325842317
2000,"Shafter, CA",35.5005,-119.2718,33.573566098162644
1999,"Starkville, MS",33.4504,-88.8184,30.84925217428183
2001,"Starkville, MS",33.4504,-88.8184,32.71512105333249
2005,"Starkville, MS",33.4504,-88.8184,30.371453167923296
2006,"Starkville, MS",33.4504,-88.8184,31.081632604251315
2007,"Starkville, MS",33.4504,-88.8184,32.659247443568965
2008,"Starkville, MS",33.4504,-88.8184,33.30074731203379
2009,"Starkville, MS",33.4504,-88.8184,31.1944708203291
2011,"Starkville, MS",33.4504,-88.8184,35.029605889284056
2012,"Starkville, MS",33.4504,-88.8184,33.742885327342094
2013,"Starkville, MS",33.4504,-88.8184,33.5718727597441
2015,"Starkville, MS",33.4504,-88.8184,35.401922283078214
2016,"Starkville, MS",33.4504,-88.8184,33.14254023589264
2017,"Starkville, MS",33.4504,-88.8184,33.28166056164745
2018,"Starkville, MS",33.4504,-88.8184,30.50493841443348
2019,"Starkville, MS",33.4504,-88.8184,34.99145951493
1980,"Stoneville, MS",33.424,-90.9151,25.536359546381917
1981,"Stoneville, MS",33.424,-90.9151,28.38369364179996
1983,"Stoneville, MS",33.424,-90.9151,29.021846271495676
1984,"Stoneville, MS",33.424,-90.9151,29.146529611012497
1985,"Stoneville, MS",33.424,-90.9151,30.362663564420085
1986,"Stoneville, MS",33.424,-90.9151,30.279984876836433
1987,"Stoneville, MS",33.424,-90.9151,27.69731291412332
1988,"Stoneville, MS",33.424,-90.9151,24.171751530672783
1990,"Stoneville, MS",33.424,-90.9151,29.93156328788052
1995,"Stoneville, MS",33.424,-90.9151,33.01316138363481
1996,"Stoneville, MS",33.424,-90.9151,29.975440439239563
1997,"Stoneville, MS",33.424,-90.9151,33.844388713407966
1998,"Stoneville, MS",33.424,-90.9151,32.04204591270144
2000,"Stoneville, MS",33.424,-90.9151,29.125377878134373
2003,"Stoneville, MS",33.424,-90.9151,33.490169183368955
2004,"Stoneville, MS",33.424,-90.9151,32.5782853975801
2009,"Stoneville, MS",33.424,-90.9151,32.42571208257943
2011,"Stoneville, MS",33.424,-90.9151,37.1692056039922
2012,"Stoneville, MS",33.424,-90.9151,37.188852066883435
2013,"Stoneville, MS",33.424,-90.9151,33.86154687881265
2014,"Stoneville, MS",33.424,-90.9151,34.09630057537134
2015,"Stoneville, MS",33.424,-90.9151,37.35095130341968
2016,"Stoneville, MS",33.424,-90.9151,35.442442869610304
2017,"Stoneville, MS",33.424,-90.9151,36.21340123435806
2005,"Suffolk, VA",36.7282,-76.5836,28.550024596494712
2006,"Suffolk, VA",36.7282,-76.5836,31.29483666285924
2008,"Suffolk, VA",36.7282,-76.5836,32.5272417447644
2015,"Suffolk, VA",36.7282,-76.5836,33.86883873326395
2018,"Suffolk, VA",36.7282,-76.5836,33.509938414433485
1982,"Thrall, TX",30.5905,-97.2969,26.79886105932352
1985,"Thrall, TX",30.5905,-97.2969,27.470607032388735
1987,"Thrall, TX",30.5905,-97.2969,23.87117158524267
1990,"Thrall, TX",30.5905,-97.2969,33.86634011865462
1991,"Thrall, TX",30.5905,-97.2969,29.05800678532129
1994,"Thrall, TX",30.5905,-97.2969,31.35944145506724
1995,"Thrall, TX",30.5905,-97.2969,30.684441455067237
1997,"Thrall, TX",30.5905,-97.2969,31.093832547023396
1998,"Thrall, TX",30.5905,-97.2969,31.09383254702341
1999,"Thrall, TX",30.5905,-97.2969,29.65287157569984
2001,"Thrall, TX",30.5905,-97.2969,33.23620490903319
2002,"Thrall, TX",30.5905,-97.2969,33.3045504143968
2003,"Thrall, TX",30.5905,-97.2969,31.09531023626254
2009,"Thrall, TX",30.5905,-97.2969,30.517844574047977
2010,"Thrall, TX",30.5905,-97.2969,32.82371597805617
2011,"Thrall, TX",30.5905,-97.2969,28.53484555900409
2013,"Thrall, TX",30.5905,-97.2969,31.78206470528312
2014,"Thrall, TX",30.5905,-97.2969,33.52140092967347
2015,"Thrall, TX",30.5905,-97.2969,31.026956485228997
2017,"Thrall, TX",30.5905,-97.2969,32.412263514368355
1980,"Tifton, GA",31.4505,-83.5085,26.68620061481071
1981,"Tifton, GA",31.4505,-83.5085,30.007204875459426
1988,"Tifton, GA",31.4505,-83.5085,21.761830661833802
1989,"Tifton, GA",31.4505,-83.5085,25.67018052178755
1991,"Tifton, GA",31.4505,-83.5085,28.82879254295646
2000,"Tifton, GA",31.4505,-83.5085,31.852910577315807
2001,"Tifton, GA",31.4505,-83.5085,31.78814813167814
2002,"Tifton, GA",31.4505,-83.5085,32.9683295327455
1992,"Tipton, OK",31.4505,-83.5085,31.966489928014397
1999,"Tipton, OK",31.4505,-83.5085,29.531876925694288
2000,"Tipton, OK",31.4505,-83.5085,31.26264615646352
2003,"Tipton, OK",31.4505,-83.5085,32.596951199589626
2007,"Tipton, OK",31.4505,-83.5085,31.93846687180412
2008,"Tipton, OK",31.4505,-83.5085,33.771280060777265
2009,"Tipton, OK",31.4505,-83.5085,31.84820313770035
1993,"Tranquility, CA",36.6488,-120.2527,30.229088455455535
1981,"Tunica, MS",34.6845,-90.3829,26.514924765549505
1981,"University Park, NM",32.2834,-106.7533,27.982280452774372
1984,"University Park, NM",32.2834,-106.7533,29.073643200348023
1985,"University Park, NM",32.2834,-106.7533,27.14727474181643
1987,"University Park, NM",32.2834,-106.7533,27.51240129046403
1988,"University Park, NM",32.2834,-106.7533,21.187018331241045
1989,"University Park, NM",32.2834,-106.7533,28.426755077330977
1990,"University Park, NM",32.2834,-106.7533,27.15294625832831
1992,"University Park, NM",32.2834,-106.7533,28.043171006687317
1993,"University Park, NM",32.2834,-106.7533,28.08473784279235
1994,"University Park, NM",32.2834,-106.7533,29.09234564847717
1995,"University Park, NM",32.2834,-106.7533,30.80732314526192
1996,"University Park, NM",32.2834,-106.7533,28.037060170325404
2000,"University Park, NM",32.2834,-106.7533,31.40025098757702
2008,"University Park, NM",32.2834,-106.7533,31.449287825994094
2010,"University Park, NM",32.2834,-106.7533,32.27896068832154
2012,"University Park, NM",32.2834,-106.7533,35.595841574704224
1980,"W Side Field Station, CA",36.3387,-120.1221,24.727609893033375
1981,"W Side Field Station, CA",36.3387,-120.1221,28.090628835785388
1982,"W Side Field Station, CA",36.3387,-120.1221,28.19062883578539
1983,"W Side Field Station, CA",36.3387,-120.1221,29.19062883578539
1984,"W Side Field Station, CA",36.3387,-120.1221,29.260285603243855
1985,"W Side Field Station, CA",36.3387,-120.1221,27.160285603243853
1987,"W Side Field Station, CA",36.3387,-120.1221,26.76620026422255
1989,"W Side Field Station, CA",36.3387,-120.1221,28.413157385370187
1990,"W Side Field Station, CA",36.3387,-120.1221,33.143769485537824
1991,"W Side Field Station, CA",36.3387,-120.1221,29.322536908028987
1992,"W Side Field Station, CA",36.3387,-120.1221,30.33577197238089
1993,"W Side Field Station, CA",36.3387,-120.1221,29.105799325576243
1995,"W Side Field Station, CA",36.3387,-120.1221,32.10795935318191
1996,"W Side Field Station, CA",36.3387,-120.1221,33.82376311790644
1997,"W Side Field Station, CA",36.3387,-120.1221,28.78293186827799
1998,"W Side Field Station, CA",36.3387,-120.1221,33.232503013456956
1999,"W Side Field Station, CA",36.3387,-120.1221,31.25240321473121
2000,"W Side Field Station, CA",36.3387,-120.1221,31.28785181244837
1980,"Wenden, AZ",33.8225,-113.5416,28.85136903830127
1982,"Wenden, AZ",33.8225,-113.5416,27.2430516501383
1990,"Wenden, AZ",33.8225,-113.5416,33.03525858702164
1991,"Wenden, AZ",33.8225,-113.5416,33.333371462293314
1981,"Weslaco, TX",26.1595,-97.9908,25.141734489894453
1982,"Weslaco, TX",26.1595,-97.9908,27.891734489894457
1983,"Weslaco, TX",26.1595,-97.9908,25.64173448989445
1984,"Weslaco, TX",26.1595,-97.9908,27.954398206229563
1985,"Weslaco, TX",26.1595,-97.9908,28.00995376178512
1986,"Weslaco, TX",26.1595,-97.9908,28.62732194266258
1988,"Weslaco, TX",26.1595,-97.9908,22.415747680824893
1990,"Weslaco, TX",26.1595,-97.9908,31.11353577562333
1992,"Weslaco, TX",26.1595,-97.9908,31.90639291848047
1993,"Weslaco, TX",26.1595,-97.9908,27.697392622816317
1994,"Weslaco, TX",26.1595,-97.9908,30.964059289482993
1995,"Weslaco, TX",26.1595,-97.9908,30.855725956149644
1996,"Weslaco, TX",26.1595,-97.9908,31.94414852169528
1997,"Weslaco, TX",26.1595,-97.9908,30.19129758018913
1998,"Weslaco, TX",26.1595,-97.9908,30.875398521695285
1999,"Weslaco, TX",26.1595,-97.9908,31.285582479416085
2001,"Weslaco, TX",26.1595,-97.9908,32.063360257193864
2002,"Weslaco, TX",26.1595,-97.9908,35.20064959237751
2003,"Weslaco, TX",26.1595,-97.9908,31.610004368597384
2004,"Weslaco, TX",26.1595,-97.9908,30.46793737351323
2005,"Weslaco, TX",26.1595,-97.9908,28.53571878286077
2006,"Weslaco, TX",26.1595,-97.9908,31.813496560638548
2008,"Weslaco, TX",26.1595,-97.9908,32.239914454022895
2009,"Weslaco, TX",26.1595,-97.9908,31.569397369234093
2010,"Weslaco, TX",26.1595,-97.9908,32.80525229022133
2011,"Weslaco, TX",26.1595,-97.9908,32.680799221653224
2012,"Weslaco, TX",26.1595,-97.9908,32.61609519154743
2013,"Weslaco, TX",26.1595,-97.9908,32.89595667011521
2014,"Weslaco, TX",26.1595,-97.9908,33.67140092967345
2015,"Weslaco, TX",26.1595,-97.9908,31.626956485229027
2016,"Weslaco, TX",26.1595,-97.9908,32.59362315189567
2018,"Weslaco, TX",26.1595,-97.9908,32.90725137281268
2019,"Weslaco, TX",26.1595,-97.9908,35.745596847701705
1982,"Yuma, AZ",32.6927,-114.6277,25.899621453103503
1987,"Yuma, AZ",32.6927,-114.6277,25.814759102000465
1990,"Yuma, AZ",32.6927,-114.6277,29.835258587021645
1991,"Yuma, AZ",32.6927,-114.6277,34.25837146229332
1993,"Yuma, AZ",32.6927,-114.6277,27.55408845545552
